artifactId,name,type,category,route,sourceFile,frontendStatus,backendStatus,demoStatus,assetPack,product,workspace,roles,organizationTypes,riskLevel,description,dependencies,tags,embeddingText,status
ambient-scribe,Ambient Clinical Scribe,tool,Calculator,/tools/ambient-scribe,src/pages/tools/AmbientScribe.jsx,frontend-routed,backend-backed,demo-only,ai-workflow-pack|core-platform,product-core-platform,clinical|calculator|assistant|ai-workflow|operations,emergency physician|hospitalist|nurse|ICU clinician|medical student,hospital,high,"Tier C documentation workflow for speech-to-text, SOAP notes, discharge summaries, and referral drafts with required clinician review",/api/clinical-intelligence/ambient-scribe/generate|src/pages/tools/AmbientScribe.jsx|src/services/clinicalIntelligenceApi.js|toolInventory.test.js|clinicalToolIdContract.test.js|clinicalToolAliasSync.test.js|medicalToolsCatalogIndex.test.js|medicalExpansionCrossPackValidation.test.js|clinicalCatalogLaunch.test.js,tool|Calculator|clinical|calculator|assistant|ai-workflow|operations|ai-workflow-pack|core-platform,ambient-scribe ambient clinical scribe tool calculator tools ambient-scribe ai-workflow-pack core-platform product-core-platform clinical calculator assistant ai-workflow operations emergency physician hospitalist nurse icu clinician medical student hospital high tier c documentation workflow for speech-to-text soap notes discharge summaries and referral drafts with required clinician review api clinical-intelligence ambient-scribe generate src pages tools ambientscribe jsx src services clinicalintelligenceapi js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js tool calculator clinical calculator assistant ai-workflow operations ai-workflow-pack core-platform,active
anion-gap,Anion Gap,calculator,Calculator,/tools/calculators/anion-gap,src/pages/tools/Calculators.jsx,frontend-routed,unsupported,unsupported,core-platform,product-core-platform,clinical|calculator|operations,emergency physician|hospitalist|nurse|ICU clinician|medical student,hospital,medium,Serum anion gap with optional albumin correction for acid-base review.,src/pages/tools/Calculators.jsx|toolInventory.test.js|clinicalToolIdContract.test.js|clinicalToolAliasSync.test.js|medicalToolsCatalogIndex.test.js|medicalExpansionCrossPackValidation.test.js|clinicalCatalogLaunch.test.js,calculator|Calculator|clinical|operations|core-platform,anion-gap anion gap calculator calculator tools calculators anion-gap core-platform product-core-platform clinical calculator operations emergency physician hospitalist nurse icu clinician medical student hospital medium serum anion gap with optional albumin correction for acid-base review src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator clinical operations core-platform,draft
antibiotic-guide,Antibiotic Guide,tool,Diagnostic,/tools/diagnosis,src/pages/tools/DiagnosisAssistant.jsx,frontend-routed,unsupported,unsupported,cardiology-pack|laboratory-intelligence|medical-iot-pack|hospital-operations|digital-twin-pack,product-cardiology|product-laboratory|product-medical-iot|product-hospital-operations|product-digital-twin,operations|cardiology|clinical|pharmacy|diagnostic|laboratory|medical-iot|maps,biomedical engineer|ICU clinician|nurse|administrator|cardiologist|emergency physician|hospitalist|pharmacist,hospital,low,Empiric antimicrobial choice.,src/pages/tools/DiagnosisAssistant.jsx|src/services/clinicalChatService.js|toolInventory.test.js|clinicalToolIdContract.test.js|clinicalToolAliasSync.test.js|medicalToolsCatalogIndex.test.js|medicalExpansionCrossPackValidation.test.js|clinicalCatalogLaunch.test.js,tool|Diagnostic|operations|cardiology|clinical|pharmacy|diagnostic|laboratory|medical-iot|maps|cardiology-pack|laboratory-intelligence|medical-iot-pack|hospital-operations|digital-twin-pack,antibiotic-guide antibiotic guide tool diagnostic tools diagnosis cardiology-pack laboratory-intelligence medical-iot-pack hospital-operations digital-twin-pack product-cardiology product-laboratory product-medical-iot product-hospital-operations product-digital-twin operations cardiology clinical pharmacy diagnostic laboratory medical-iot maps biomedical engineer icu clinician nurse administrator cardiologist emergency physician hospitalist pharmacist hospital low empiric antimicrobial choice src pages tools diagnosisassistant jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js tool diagnostic operations cardiology clinical pharmacy diagnostic laboratory medical-iot maps cardiology-pack laboratory-intelligence medical-iot-pack hospital-operations digital-twin-pack,draft
apache2-calculator,APACHE-II,calculator,Calculator,/tools/calculators/apache-ii,src/pages/tools/Calculators.jsx,frontend-routed,unsupported,unsupported,icu-pack,product-icu,clinical|calculator|icu,emergency physician|hospitalist|nurse|ICU clinician|medical student,hospital,medium,"APACHE II ICU severity scoring from validated point bands, GCS, age, and chronic health. Mortality estimates are diagnosis-specific and not generated.",src/pages/tools/Calculators.jsx|toolInventory.test.js|clinicalToolIdContract.test.js|clinicalToolAliasSync.test.js|medicalToolsCatalogIndex.test.js|medicalExpansionCrossPackValidation.test.js|clinicalCatalogLaunch.test.js,calculator|Calculator|clinical|icu|icu-pack,apache2-calculator apache-ii calculator calculator tools calculators apache-ii icu-pack product-icu clinical calculator icu emergency physician hospitalist nurse icu clinician medical student hospital medium apache ii icu severity scoring from validated point bands gcs age and chronic health mortality estimates are diagnosis-specific and not generated src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator clinical icu icu-pack,draft
apgar-score,Apgar score,calculator,Calculator,/tools/calculators/apgar-score,src/pages/tools/Calculators.jsx,frontend-routed,unsupported,unsupported,core-platform,product-core-platform,pediatrics|clinical|calculator|operations,pediatric clinician|nurse|medical student,hospital,medium,"Apgar score for newborn status at 1 and 5 minutes (appearance, pulse, grimace, activity, respiration; 0–10 each).",src/pages/tools/Calculators.jsx|toolInventory.test.js|clinicalToolIdContract.test.js|clinicalToolAliasSync.test.js|medicalToolsCatalogIndex.test.js|medicalExpansionCrossPackValidation.test.js|clinicalCatalogLaunch.test.js,calculator|Calculator|pediatrics|clinical|operations|core-platform,apgar-score apgar score calculator calculator tools calculators apgar-score core-platform product-core-platform pediatrics clinical calculator operations pediatric clinician nurse medical student hospital medium apgar score for newborn status at 1 and 5 minutes appearance pulse grimace activity respiration 0 10 each src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator pediatrics clinical operations core-platform,draft
api-delete-api-auth-biometric-delete-deviceid,DELETE /api/auth/biometric/delete/:deviceId,api-endpoint,BiometricController,/api/auth/biometric/delete/:deviceId,backend/BiometricController,api-inventory,backend-controller,live-or-local,unknown,unknown,backend,unknown,unknown,high,BiometricController exposes DELETE /api/auth/biometric/delete/:deviceId.,BiometricController,api|DELETE|BiometricController,api-delete-api-auth-biometric-delete-deviceid delete api auth biometric delete deviceid api-endpoint biometriccontroller api auth biometric delete deviceid unknown unknown backend unknown unknown high biometriccontroller exposes delete api auth biometric delete deviceid biometriccontroller api delete biometriccontroller,active
api-delete-api-auth-biometric-disable-deviceid,DELETE /api/auth/biometric/disable/:deviceId,api-endpoint,BiometricController,/api/auth/biometric/disable/:deviceId,backend/BiometricController,api-inventory,backend-controller,live-or-local,unknown,unknown,backend,unknown,unknown,high,BiometricController exposes DELETE /api/auth/biometric/disable/:deviceId.,BiometricController,api|DELETE|BiometricController,api-delete-api-auth-biometric-disable-deviceid delete api auth biometric disable deviceid api-endpoint biometriccontroller api auth biometric disable deviceid unknown unknown backend unknown unknown high biometriccontroller exposes delete api auth biometric disable deviceid biometriccontroller api delete biometriccontroller,active
api-delete-api-compliance-delete-account,DELETE /api/compliance/delete-account,api-endpoint,ComplianceController,/api/compliance/delete-account,backend/ComplianceController,api-inventory,backend-controller,live-or-local,unknown,unknown,backend,unknown,unknown,high,ComplianceController exposes DELETE /api/compliance/delete-account.,ComplianceController,api|DELETE|ComplianceController,api-delete-api-compliance-delete-account delete api compliance delete-account api-endpoint compliancecontroller api compliance delete-account unknown unknown backend unknown unknown high compliancecontroller exposes delete api compliance delete-account compliancecontroller api delete compliancecontroller,active
api-delete-api-drugs-id,DELETE /api/drugs/:id,api-endpoint,DrugController,/api/drugs/:id,backend/DrugController,api-inventory,backend-controller,live-or-local,unknown,unknown,backend,unknown,unknown,high,DrugController exposes DELETE /api/drugs/:id.,DrugController,api|DELETE|DrugController,api-delete-api-drugs-id delete api drugs id api-endpoint drugcontroller api drugs id unknown unknown backend unknown unknown high drugcontroller exposes delete api drugs id drugcontroller api delete drugcontroller,active
api-delete-api-notifications-devices-token,DELETE /api/notifications/devices/:token,api-endpoint,NotificationController,/api/notifications/devices/:token,backend/NotificationController,api-inventory,backend-controller,live-or-local,unknown,unknown,backend,unknown,unknown,high,NotificationController exposes DELETE /api/notifications/devices/:token.,NotificationController,api|DELETE|NotificationController,api-delete-api-notifications-devices-token delete api notifications devices token api-endpoint notificationcontroller api notifications devices token unknown unknown backend unknown unknown high notificationcontroller exposes delete api notifications devices token notificationcontroller api delete notificationcontroller,active
api-delete-api-notifications-id,DELETE /api/notifications/:id,api-endpoint,NotificationController,/api/notifications/:id,backend/NotificationController,api-inventory,backend-controller,live-or-local,unknown,unknown,backend,unknown,unknown,high,NotificationController exposes DELETE /api/notifications/:id.,NotificationController,api|DELETE|NotificationController,api-delete-api-notifications-id delete api notifications id api-endpoint notificationcontroller api notifications id unknown unknown backend unknown unknown high notificationcontroller exposes delete api notifications id notificationcontroller api delete notificationcontroller,active
