artifactId,normalizedText,tags,typeEncoding,roleEncoding,workspaceEncoding,packEncoding,dependencyCount,riskScore,readinessScore
api-get-api-ai-organizations-organizationid-usage,api-get-api-ai-organizations-organizationid-usage get api ai organizations organizationid usage api-endpoint aicontroller api ai organizations organizationid usage unknown unknown backend unknown unknown medium aicontroller exposes get api ai organizations organizationid usage aicontroller api get aicontroller,api|GET|AIController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-ai-remaining-queries,api-get-api-ai-remaining-queries get api ai remaining-queries api-endpoint aicontroller api ai remaining-queries unknown unknown backend unknown unknown medium aicontroller exposes get api ai remaining-queries aicontroller api get aicontroller,api|GET|AiController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-ai-usage,api-get-api-ai-usage get api ai usage api-endpoint aicontroller api ai usage unknown unknown backend unknown unknown medium aicontroller exposes get api ai usage aicontroller api get aicontroller,api|GET|AiController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-alerts-devices,api-get-api-alerts-devices get api alerts devices api-endpoint telemetrycontroller api alerts devices unknown unknown backend unknown unknown medium telemetrycontroller exposes get api alerts devices telemetrycontroller api get telemetrycontroller,api|GET|TelemetryController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-analytics-metrics,api-get-api-analytics-metrics get api analytics metrics api-endpoint analyticscontroller api analytics metrics unknown unknown backend unknown unknown medium analyticscontroller exposes get api analytics metrics analyticscontroller api get analyticscontroller,api|GET|AnalyticsController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-artifacts,api-get-api-artifacts get api artifacts api-endpoint artifactscontroller api artifacts unknown unknown backend unknown unknown medium artifactscontroller exposes get api artifacts artifactscontroller api get artifactscontroller,api|GET|ArtifactsController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-artifacts-graph,api-get-api-artifacts-graph get api artifacts graph api-endpoint artifactscontroller api artifacts graph unknown unknown backend unknown unknown medium artifactscontroller exposes get api artifacts graph artifactscontroller api get artifactscontroller,api|GET|ArtifactsController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-artifacts-id,api-get-api-artifacts-id get api artifacts id api-endpoint artifactscontroller api artifacts id unknown unknown backend unknown unknown medium artifactscontroller exposes get api artifacts id artifactscontroller api get artifactscontroller,api|GET|ArtifactsController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-artifacts-id-versions,api-get-api-artifacts-id-versions get api artifacts id versions api-endpoint artifactscontroller api artifacts id versions unknown unknown backend unknown unknown medium artifactscontroller exposes get api artifacts id versions artifactscontroller api get artifactscontroller,api|GET|ArtifactsController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-asset-packs,api-get-api-asset-packs get api asset-packs api-endpoint productcatalogcontroller api asset-packs unknown unknown backend unknown unknown medium productcatalogcontroller exposes get api asset-packs productcatalogcontroller api get productcatalogcontroller,api|GET|ProductCatalogController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-audit-events,api-get-api-audit-events get api audit events api-endpoint platformsystemscontroller api audit events unknown unknown backend unknown unknown medium platformsystemscontroller exposes get api audit events platformsystemscontroller api get platformsystemscontroller,api|GET|PlatformSystemsController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-audit-events-eventid,api-get-api-audit-events-eventid get api audit events eventid api-endpoint platformsystemscontroller api audit events eventid unknown unknown backend unknown unknown medium platformsystemscontroller exposes get api audit events eventid platformsystemscontroller api get platformsystemscontroller,api|GET|PlatformSystemsController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-audit-integrity-status,api-get-api-audit-integrity-status get api audit integrity status api-endpoint platformsystemscontroller api audit integrity status unknown unknown backend unknown unknown medium platformsystemscontroller exposes get api audit integrity status platformsystemscontroller api get platformsystemscontroller,api|GET|PlatformSystemsController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-audit-logs,api-get-api-audit-logs get api audit logs api-endpoint auditcontroller api audit logs unknown unknown backend unknown unknown medium auditcontroller exposes get api audit logs auditcontroller api get auditcontroller,api|GET|AuditController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-audit-my-logs,api-get-api-audit-my-logs get api audit my-logs api-endpoint auditcontroller api audit my-logs unknown unknown backend unknown unknown medium auditcontroller exposes get api audit my-logs auditcontroller api get auditcontroller,api|GET|AuditController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-audit-patients-patientid-access,api-get-api-audit-patients-patientid-access get api audit patients patientid access api-endpoint platformsystemscontroller api audit patients patientid access unknown unknown backend unknown unknown medium platformsystemscontroller exposes get api audit patients patientid access platformsystemscontroller api get platformsystemscontroller,api|GET|PlatformSystemsController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-audit-phi-access,api-get-api-audit-phi-access get api audit phi-access api-endpoint auditcontroller api audit phi-access unknown unknown backend unknown unknown medium auditcontroller exposes get api audit phi-access auditcontroller api get auditcontroller,api|GET|AuditController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-audit-runs-runid,api-get-api-audit-runs-runid get api audit runs runid api-endpoint platformsystemscontroller api audit runs runid unknown unknown backend unknown unknown medium platformsystemscontroller exposes get api audit runs runid platformsystemscontroller api get platformsystemscontroller,api|GET|PlatformSystemsController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-audit-statistics,api-get-api-audit-statistics get api audit statistics api-endpoint auditcontroller api audit statistics unknown unknown backend unknown unknown medium auditcontroller exposes get api audit statistics auditcontroller api get auditcontroller,api|GET|AuditController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-audit-verify-integrity,api-get-api-audit-verify-integrity get api audit verify-integrity api-endpoint auditcontroller api audit verify-integrity unknown unknown backend unknown unknown medium auditcontroller exposes get api audit verify-integrity auditcontroller api get auditcontroller,api|GET|AuditController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-auth-biometric-available,api-get-api-auth-biometric-available get api auth biometric available api-endpoint biometriccontroller api auth biometric available unknown unknown backend unknown unknown medium biometriccontroller exposes get api auth biometric available biometriccontroller api get biometriccontroller,api|GET|BiometricController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-auth-biometric-config,api-get-api-auth-biometric-config get api auth biometric config api-endpoint biometriccontroller api auth biometric config unknown unknown backend unknown unknown medium biometriccontroller exposes get api auth biometric config biometriccontroller api get biometriccontroller,api|GET|BiometricController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-auth-biometric-stats,api-get-api-auth-biometric-stats get api auth biometric stats api-endpoint biometriccontroller api auth biometric stats unknown unknown backend unknown unknown medium biometriccontroller exposes get api auth biometric stats biometriccontroller api get biometriccontroller,api|GET|BiometricController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-auth-google,api-get-api-auth-google get api auth google api-endpoint authcontroller api auth google unknown unknown backend unknown unknown medium authcontroller exposes get api auth google authcontroller api get authcontroller,api|GET|AuthController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
